"person","id","gender","country_of_residence","net_worth_in_billionusd_2024_01","net_worth_in_billionusd_2024_02","net_worth_in_billionusd_2024_03","net_worth_in_billionusd_2024_04","net_worth_in_billionusd_2024_05","net_worth_in_billionusd_2024_06","net_worth_in_billionusd_2024_07","net_worth_in_billionusd_2024_08","net_worth_in_billionusd_2024_09","net_worth_in_billionusd_2024_10","net_worth_in_billionusd_2024_11","net_worth_in_billionusd_2024_12"
"Matt Hulsizer",2814,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jenny Just",2815,"female","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lee Joon-ho",2816,"male","South Korea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Li Ming",2817,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Rongfu Lu",2818,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zach Perret",2819,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fayez Sarofim",2820,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Hary Tanoesoedibjo",2821,"male","Indonesia",NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.90","1.60","1.50","1.40","1.30"
"Kaiting Wu",2822,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xu Wanmao",2823,"male","China","1.00","1.00",NULL,"1.00","1.00","1.00",NULL,NULL,"1.10","1.10","1.00","1.00"
"Yang Jian",2824,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xuansong Zhang",2825,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Chengjian Zhou",2826,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Radhe Shyam Agarwal",2827,"male","India",NULL,NULL,NULL,"1.40","1.60","1.70","1.90","1.90","1.80","1.70","1.70","1.50"
"Chen Tianqiao",2828,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Thierry Cruanes",2829,"male","USA","1.40","1.20","1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.10",NULL
"Du Shuanghua",2830,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Mukand Lal Dua",2831,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ramesh Kumar Dua",2832,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fan Minhua",2833,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Hongbo Fang",2834,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"John Foley",2835,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Radhe Shyam Goenka",2836,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"William Hockey",2837,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kim Sang-yeol",2838,"male","South Korea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kurt Krieger",2839,"male","Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.00",NULL,NULL,NULL
"Zhongwu Mao",2840,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"George Alexander Muthoot",2841,"male","India","1.30","1.20","1.40","1.60","1.60","1.70","1.70","1.80","1.80","1.80","1.70","1.90"
"George Jacob Muthoot",2842,"male","India","1.30","1.20","1.40","1.60","1.60","1.70","1.70","1.80","1.80","1.80","1.70","1.90"
"George Thomas Muthoot",2843,"male","India","1.30","1.20","1.40","1.60","1.60","1.70","1.70","1.80","1.80","1.80","1.70","1.90"
"Sara George Muthoot",2844,"female","India","1.30","1.20","1.40","1.60","1.60","1.70","1.70","1.80","1.80","1.80","1.70","1.90"
"Sun Qinghuan",2845,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Denis Sverdlov",2846,"male","Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Tong Jinquan",2847,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Luiza Helena Trajano",2848,"female","Brazil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Gisele Trajano",2849,"female","Brazil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fernando Trajano",2850,"male","Brazil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wang Jian",2851,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Gavril Yushvaev",2852,"male","Russia","1.60","1.90","1.90","1.90","1.90","1.90","1.90","1.90","1.90","1.90","2.00","1.90"
"Rutger Arnhult",2853,"male","Sweden",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.10",NULL,NULL,NULL
"David Fattal",2854,"male","Israel","1.10","1.30","1.20","1.20","1.10","1.00","1.00","1.10","1.10","1.20","1.40","1.40"
"Adam Foroughi",2855,"male","USA","1.30","1.70","2.40","2.40","2.80","2.80","2.60","2.80","4.00","5.10","10.10","9.80"
"Luiz Frias",2856,"male","Brazil","2.20","2.20","2.20","2.10","2.00","1.90","2.00","1.80","1.70","1.60","1.50","1.40"
"Susumu Fujita",2857,"male","Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Premchand Godha",2858,"male","India","1.30","1.40","1.40","1.50","1.30","1.30","1.50","1.60","1.70","1.80","1.70","1.90"
"Mikhail Gutseriev",2859,"male","Russia","3.00","3.00","3.70","3.70","3.70","3.70","3.70","3.90","3.70","3.70","3.70","3.70"
"Francis Holder",2860,"male","France",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Peter Kelly",2861,"male","UK","1.20","1.20","1.30","1.30","1.40","1.50","1.40","1.30","1.40","1.00","1.30","1.20"
"Kim Nam-jung",2862,"male","South Korea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Koon Poh Ming",2863,"male","Malaysia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Yuri Kovalchuk",2864,"male","Russia","2.00","3.10","3.20","3.20","3.30","3.10","3.30","3.60","3.40","3.40","3.20","3.10"
"Xuejing Liu",2865,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zhaoxi Lu",2866,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Pan Gang",2867,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Riju Raveendran",2868,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"P.V.Krishna Reddy",2869,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lily Safra",2870,"female","Switzerland",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Han Wang",2871,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wang Jianyi",2872,"male","China","1.40","1.10","1.10","1.10","1.10","1.10","1.10","1.10","1.10","1.10","1.10","1.10"
"Wang Qinghua",2873,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Pengcheng Wen",2874,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Gang Xu",2875,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Tony Xu",2876,"male","USA","1.60","1.80","2.20","2.10","1.80","1.70","1.80","2.00","2.30","2.50","2.90","2.70"
"Ye Yanqiao",2877,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Patrick Zalupski",2878,"male","USA","2.00","2.40","2.70","2.20","1.70","1.60","1.90","2.00","2.20","1.80","2.00","1.40"
"Shengda Zan",2879,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zheng Zhiguo",2880,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zhou Mingjie",2881,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Betty Ang",2882,"female","Philippines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Emilio Azcarraga Jean",2883,"male","Mexico",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ashok Boob",2884,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Chang Kuo-Cheng",2885,"male","Taiwan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jiancheng Chen",2886,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Yvon Chouinard",2887,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Luigi Cremonini",2888,"male","Italy","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.10","1.10","1.00",NULL,NULL
"Tim Draper",2889,"male","USA",NULL,NULL,"2.00","2.00","2.00","2.00","2.00","2.00","2.00","2.00","2.00","2.00"
"Fan Zhaoxia",2890,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Geng Diangen",2891,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.10"
"David Girouard",2892,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Hu Kun",2893,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Huang Hongyun",2894,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Shanbing Huang",2895,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Huang Shih Tsai",2896,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Huang Wenbiao",2897,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"John Krystynak",2898,"male","USA","1.20","1.00","1.20","1.20","1.30","1.30","1.20","1.40","1.80","2.30","4.10","4.00"
"John Kusuma",2899,"male","Indonesia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Hartono Kweefanus",2900,"male","Indonesia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lee Sang-ryul",2901,"male","South Korea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lee Seung-gun",2902,"male","South Korea",NULL,NULL,NULL,"1.00","1.00","1.00","1.00","1.10","1.10","1.00","1.00",NULL
"Hongjing Li",2903,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Dalong Lv",2904,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Todd McKinnon",2905,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Rubens Menin Teixeira de Souza",2906,"male","Brazil","1.40","1.80","1.90","1.70","1.80","1.80","1.80","1.90","1.90","1.80","1.50","1.30"
"Park Kwan-ho",2907,"male","South Korea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"George Pedersen",2908,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Michael Price",2909,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Megdet Rahimkulov",2910,"male","Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.00",NULL,"1.00","1.00"
"Dasari Uday Kumar Reddy",2911,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Vijay Shekhar Sharma",2912,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.20"
"Shum Chiu Hung",2913,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Winarko Sulistyo",2914,"male","Indonesia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Yoshikazu Tanaka",2915,"male","Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Stanley Tang",2916,"male","USA","1.50","1.40","1.20","1.10",NULL,NULL,NULL,"1.10","1.20","1.30","1.50","1.40"
"Alexander Tedja",2917,"male","Indonesia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.10","1.20","1.00",NULL,NULL
"Stefania Triva",2918,"female","Italy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Maria Grace Uy",2919,"female","Philippines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jianfeng Wang",2920,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wang Kunxiao",2921,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wang Zhentao",2922,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wu Peifu",2923,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Faxiang Yu",2924,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zhang Tianyu",2925,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Shusheng Zheng",2926,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.10",NULL,NULL
"Caspar CallerstrOem",2927,"male","Sweden",NULL,NULL,"1.00",NULL,NULL,NULL,"1.00","1.10","1.10",NULL,NULL,NULL
"Kejian Cao",2928,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Dai Lizhong",2929,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Pedro de Godoy Bueno",2930,"male","Brazil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wolfgang Egger",2931,"male","Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Richard Fairbank",2932,"male","USA","1.10","1.10","1.20","1.20","1.20","1.20","1.20","1.20","1.20","1.30","1.40","1.30"
"Andy Fang",2933,"male","USA","1.40","1.50","1.30","1.20","1.00","1.00","1.00","1.20","1.30","1.40","1.60","1.50"
"Soichiro Fukutake",2934,"male","New Zealand",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Antonio Gallardo Ballart",2935,"male","Spain",NULL,NULL,NULL,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Mustafa Hamied",2936,"male","India","1.30","1.40","1.40","1.30","1.40","1.40","1.40","1.50","1.50","1.40","1.40","1.40"
"Han Arming Hanafia",2937,"male","Indonesia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.30",NULL,"1.10",NULL
"Ronnen Harary",2938,"male","Canada",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"David Helgason",2939,"male","Denmark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Eduardo Hochschild",2940,"male","Peru",NULL,NULL,"1.00","1.10","1.20","1.20","1.20","1.20","1.20","1.30","1.30","1.20"
"Huang Jiangji",2941,"male","China","1.00","1.10","1.20","1.30","1.40","1.30","1.30","1.50","1.70","2.00","2.10","2.50"
"Huang Xu",2942,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00"
"Subba Rao Jasti",2943,"male","India","1.00","1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jiang Xuefei",2944,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Andrew Karam",2945,"male","USA","1.20","1.50","1.60","1.60","1.90","1.90","1.80","2.10","3.00","3.80","7.40","7.20"
"Harry Klagsbrun",2946,"male","Sweden",NULL,"1.10","1.10",NULL,"1.10","1.10","1.10","1.20","1.20","1.00","1.10","1.00"
"Alexander Knauf",2947,"male","Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.00","1.00",NULL,NULL
"Martin Knauf",2948,"male","Germany","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.10","1.00","1.00",NULL
"Robert Knauf",2949,"male","Germany","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.10","1.10","1.00","1.00",NULL
"Andrei Komarov",2950,"male","Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Li Tan",2951,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Li Wenmei",2952,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lin Jie",2953,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lou Boliang",2954,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lun Ruixiang",2955,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lv Yongxiang",2956,"male","China","1.10","1.10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Michael McCain",2957,"male","Canada","1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Bob Muglia",2958,"male","USA","1.30","1.10","1.10","1.00",NULL,NULL,NULL,NULL,NULL,NULL,"1.10","1.00"
"Erik Must",2959,"male","Norway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kerr Neilson",2960,"male","Australia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Park Hyeon-joo",2961,"male","South Korea",NULL,NULL,"1.10","1.00","1.00",NULL,NULL,"1.10","1.10","1.10","1.20","1.10"
"Catherine Phillips",2962,"female","Canada","1.60","1.50","1.50","1.40","1.20","1.30","1.20","1.40","1.60","1.50","2.20","2.10"
"John Phillips",2963,"male","Canada","1.60","1.50","1.50","1.40","1.20","1.30","1.20","1.40","1.60","1.50","2.20","2.10"
"Qian Xiaojun",2964,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Anton Rabie",2965,"male","Canada",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K. Rai Sahi",2966,"male","Canada",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Steven Schuurman",2967,"male","Netherlands","1.60","1.60","1.30","1.40","1.40","1.50","1.40","1.10","1.10","1.10","1.40","1.30"
"Shao Zengming",2968,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Analjit Singh",2969,"male","India","1.10","1.20",NULL,NULL,NULL,"1.10","1.10","1.20","1.20","1.20","1.10","1.10"
"Kavita Singhania",2970,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ashok Soota",2971,"male","India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Dirk Stroeer",2972,"male","Germany",NULL,NULL,NULL,"1.00","1.10","1.00","1.10","1.00","1.00",NULL,NULL,NULL
"Susanto Suwarto",2973,"male","Indonesia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Robert Toll",2974,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Surin Upatkoon",2975,"male","Malaysia",NULL,NULL,"1.10","1.00","1.10","1.10","1.10","1.20","1.20","1.10","1.10","1.10"
"Sunil Vachani",2976,"male","India","1.50","1.60","1.80","2.00","2.20","2.80","2.80","3.10","3.30","3.30","3.60","4.10"
"Wang Linxiang",2977,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wang Shumin",2978,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Richard Warke",2979,"male","Canada",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Chaoqun Wu",2980,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wu Zhenxing",2981,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xiong Jun",2982,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jane Yan",2983,"female","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Yang Erzhu",2984,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Vlad Yatsenko",2985,"male","Ukraine",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.20","1.20","1.20","1.20"
"Igor Yusufov",2986,"male","Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zeng Weixiong",2987,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zhang Cheng Fei",2988,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zhang Fangliang",2989,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Baoshen Zhong",2990,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zhou Minghua",2991,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Krishna Kumar Bangur",2992,"male","India","1.00","1.10","1.10","1.20","1.00","1.00",NULL,NULL,"1.10",NULL,NULL,NULL
"Wilbur Ed Bosarge jr",2993,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Vivien Chen",2994,"female","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Chey Ki-won",2995,"male","South Korea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Roy Chi Ping Chung",2996,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Doug Clarke",2997,"male","Australia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ronald Clarke",2998,"male","USA","1.30","1.20",NULL,"1.40","1.20","1.20","1.30","1.50","1.40","1.50","1.80","1.60"
"Jean-Paul Clozel",2999,"male","Switzerland",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Charles Dunstone",3000,"male","UK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.00","1.00",NULL,NULL
"Larry Fink",3001,"male","USA","1.10","1.20","1.20","1.10","1.20","1.20","1.20","1.20","1.20","1.20","1.30","1.30"
"Fu Gang",3002,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jorge Gallardo Ballart",3003,"male","Spain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Nari Genomal",3004,"male","Philippines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ramesh Genomal",3005,"male","Philippines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.10"
"Sunder Genomal",3006,"male","Philippines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.10"
"Horst-Otto Gerberding",3007,"male","Germany",NULL,NULL,NULL,NULL,NULL,NULL,"1.00","1.10","1.10",NULL,NULL,NULL
"Thomas Frist Jr",3008,"male","USA","25.10","25.20","26.70","25.10","27.20","25.90","28.80","31.50","32.30","29.00","26.80","24.90"
"Paul Tudor Jones II.",3009,"male","USA","8.10","8.10","8.10","8.10","8.10","8.10","8.10","8.10","8.10","8.10","8.10","8.10"
"Alberto Bailleres Gonzalez",3010,"male","Mexico",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Edward Roski Jr",3011,"male","USA","7.00","7.10","7.10","6.80","7.70","6.80","8.30","7.80","7.80","7.80","8.60","7.60"
"Ernest Garcia II.",3012,"male","USA","6.70","8.40","9.10","8.80","9.70","11.20","11.50","13.00","14.20","17.90","18.50","15.70"
"William Goldring",3013,"male","USA","6.00","6.00","6.00","6.00","6.00","6.00","6.00","6.10","7.00","7.00","7.00","7.00"
"Robert Hale Jr",3014,"male","USA","5.40","5.40","5.40","5.40","5.40","5.40","5.40","5.80","5.80","5.80","5.80","5.80"
"Austen Cargill II.",3015,"male","USA","4.20","4.20","4.20","4.60","4.60","4.70","4.90","4.80","4.60","4.60","4.40","4.10"
